학정번호,구분,과목명,학점,담당교수,여석,강의시간,학부,학과
0000-1-8128-01,교필,광운인되기,1,김정권,72,X,공통,공통
7000-1-3362-01,교필,대학영어,3,에이미,99,월1수2,전자정보공과대학,공통
7000-1-3362-02,교필,대학영어,3,신동선,35,월2수1,전자정보공과대학,공통
7000-1-3362-03,교필,대학영어,3,김은주,23,월3,전자정보공과대학,공통
7000-1-3362-04,교필,대학영어,3,고현아,36,월4수3,전자정보공과대학,공통
7000-1-3362-05,교필,대학영어,3,손영희,66,월5수6,전자정보공과대학,공통
7000-1-3362-06,교필,대학영어,3,최정윤,42,월6,전자정보공과대학,공통
7000-1-3362-07,교필,대학영어,3,조윤주,43,목2,전자정보공과대학,공통
7000-1-3362-08,교필,대학영어,3,에이미,70,화2목1,전자정보공과대학,공통
7000-1-3362-09,교필,대학영어,3,신승한,71,화3목4,전자정보공과대학,공통
7000-1-3362-10,교필,대학영어,3,브라질,48,화4목3,전자정보공과대학,공통
7000-1-3362-11,교필,대학영어,3,이가영,24,화5,전자정보공과대학,공통
7000-1-3362-12,교필,대학영어,3,강희원,84,화6목5,전자정보공과대학,공통
7000-1-3362-13,교필,대학영어,3,이지혜,25,금1금2,전자정보공과대학,공통
7000-1-3362-14,교필,대학영어,3,김보식,55,금3금4,전자정보공과대학,공통
7000-1-3362-15,교필,대학영어,3,김연정,35,금5금6,전자정보공과대학,공통
7000-1-3362-16,교필,대학영어,3,김지희,37,월3수4,전자정보공과대학,공통
7000-1-3362-17,교필,대학영어,3,오경애,73,월4수3,전자정보공과대학,공통
6000-1-3362-01,교필,대학영어,3,정관희,64,월6수5,자연과학대학,공통
6000-1-3362-02,교필,대학영어,3,오경애,48,화4목3,자연과학대학,공통
6000-1-3362-03,교필,대학영어,3,이종국,49,화5목6,자연과학대학,공통
6000-1-3362-04,교필,대학영어,3,목승혜,16,금1금2,자연과학대학,공통
6000-1-3362-05,교필,대학영어,3,김민경,11,금3금4,자연과학대학,공통
6000-1-3362-06,교필,대학영어,3,조성은,35,금5금6,자연과학대학,공통
F000-1-3362-01,교필,대학영어,3,윤정용,53,월4수3,정책법학대학,공통
F000-1-3362-02,교필,대학영어,3,정관희,79,월5수6,정책법학대학,공통
F000-1-3362-03,교필,대학영어,3,브라이언,83,화1목2,정책법학대학,공통
F000-1-3362-04,교필,대학영어,3,장미정,96,화2목1,정책법학대학,공통
F000-1-3362-05,교필,대학영어,3,고현아,78,화3목4,정책법학대학,공통
F000-1-3362-06,교필,대학영어,3,박용준,84,화6목5,정책법학대학,공통
F000-1-3362-07,교필,대학영어,3,미정,22,금3금4,정책법학대학,공통
H000-1-3095-01,교필,융합적사고와글쓰기,3,허연실,71,월1수2,소프트웨어융합대학,공통
H000-1-3095-02,교필,융합적사고와글쓰기,3,전도연,42,월2수1,소프트웨어융합대학,공통
H000-1-3095-03,교필,융합적사고와글쓰기,3,유승호,95,월5수6,소프트웨어융합대학,공통
H000-1-3095-04,교필,융합적사고와글쓰기,3,이주영,17,월6수5,소프트웨어융합대학,공통
H000-1-3095-05,교필,융합적사고와글쓰기,3,김광섭,40,화2목1,소프트웨어융합대학,공통
H000-1-3095-06,교필,융합적사고와글쓰기,3,조영복,62,화5목6,소프트웨어융합대학,공통
H000-1-3095-07,교필,융합적사고와글쓰기,3,이지은,73,화6목5,소프트웨어융합대학,공통
H000-1-3095-08,교필,융합적사고와글쓰기,3,이은경,72,금1금2,소프트웨어융합대학,공통
H000-1-3095-09,교필,융합적사고와글쓰기,3,신정은,15,금3금4,소프트웨어융합대학,공통
1000-1-3095-01,교필,융합적사고와글쓰기,3,소유정,73,월3수4,공과대학,공통
1000-1-3095-02,교필,융합적사고와글쓰기,3,김민지,33,월6수5,공과대학,공통
1000-1-3095-03,교필,융합적사고와글쓰기,3,김학현,82,화1목2,공과대학,공통
1000-1-3095-04,교필,융합적사고와글쓰기,3,허진혁,96,화3목4,공과대학,공통
1000-1-3095-05,교필,융합적사고와글쓰기,3,조영복,45,화4목3,공과대학,공통
1000-1-3095-06,교필,융합적사고와글쓰기,3,김영범,56,금1금2,공과대학,공통
3000-1-3095-01,교필,융합적사고와글쓰기,3,이소망,97,월1수2,인문사회과학대학,공통
3000-1-3095-02,교필,융합적사고와글쓰기,3,미정,18,월2수1,인문사회과학대학,공통
3000-1-3095-03,교필,융합적사고와글쓰기,3,손미영,66,월3수4,인문사회과학대학,공통
3000-1-3095-04,교필,융합적사고와글쓰기,3,손미영,87,월4수3,인문사회과학대학,공통
3000-1-3095-05,교필,융합적사고와글쓰기,3,정채훈,94,월5수6,인문사회과학대학,공통
3000-1-3095-06,교필,융합적사고와글쓰기,3,박판식,81,월6수5,인문사회과학대학,공통
3000-1-3095-07,교필,융합적사고와글쓰기,3,김강은,89,화1목2,인문사회과학대학,공통
3000-1-3095-08,교필,융합적사고와글쓰기,3,최동일,99,금5금6,인문사회과학대학,공통
5000-1-3095-01,교필,융합적사고와글쓰기,3,이은란,86,월1수2,경영대학,공통
5000-1-3095-02,교필,융합적사고와글쓰기,3,안웅선,32,월2수1,경영대학,공통
5000-1-3095-03,교필,융합적사고와글쓰기,3,조영복,71,화3목4,경영대학,공통
5000-1-3095-04,교필,융합적사고와글쓰기,3,김문정,40,화5목6,경영대학,공통
5000-1-3095-05,교필,융합적사고와글쓰기,3,박상란,53,화6목5,경영대학,공통
5000-1-3095-06,교필,융합적사고와글쓰기,3,정영호,33,금3금4,경영대학,공통
5000-1-3095-07,교필,융합적사고와글쓰기,3,천유철,76,금5금6,경영대학,공통
7060-1-0019-01,교필,C프로그래밍,3,김상곤,76,화1목2,전자정보공과대학,전자공학과
7060-1-0019-02,교필,C프로그래밍,3,김상곤,21,화2목1,전자정보공과대학,전자공학과
7060-1-0019-03,교필,C프로그래밍,3,서창욱,11,화3목4,전자정보공과대학,전자공학과
7060-1-0019-04,교필,C프로그래밍,3,서창옥,41,화4목3,전자정보공과대학,전자공학과
7070-1-0019-01,교필,C프로그래밍,3,이쉬마노프,45,화5목6,전자정보공과대학,전자통신공학과
7070-1-0019-02,교필,C프로그래밍,3,이쉬마노프,70,화6목5,전자정보공과대학,전자통신공학과
7420-1-0019-01,교필,C프로그래밍,3,김정현,46,월1수2,전자정보공과대학,전자융합공학과
7420-1-0019-02,교필,C프로그래밍,3,김정현,46,월2수1,전자정보공과대학,전자융합공학과
7320-1-0019-01,교필,C프로그래밍,3,미정,17,월3수4,전자정보공과대학,전기공학과
7320-1-0019-02,교필,C프로그래밍,3,서창옥,56,월4수3,전자정보공과대학,전기공학과
7340-1-0019-01,교필,C프로그래밍,3,남기현,52,월5수6,전자정보공과대학,전자재료공학과
7340-1-0019-02,교필,C프로그래밍,3,이찬수,14,금1금2,전자정보공과대학,전자재료공학과
7410-1-0019-01,교필,C프로그래밍,3,황치곤,21,월6수5,전자정보공과대학,로봇학부
7410-1-0019-02,교필,C프로그래밍,3,노현아,19,금5금6,전자정보공과대학,로봇학부
H020-1-0019-01,교필,C프로그래밍,3,유지현,46,월3수4,소프트웨어융합대학,컴퓨터정보공학부
H020-1-0019-02,교필,C프로그래밍,3,이우신,100,화3목4,소프트웨어융합대학,컴퓨터정보공학부
H020-1-0019-03,교필,C프로그래밍,3,이우신,50,화5목6,소프트웨어융합대학,컴퓨터정보공학부
H030-1-0019-01,교필,C프로그래밍,3,미정,17,월4수3,소프트웨어융합대학,소프트웨어학부
H030-1-0019-02,교필,C프로그래밍,3,미정,48,월5수6,소프트웨어융합대학,소프트웨어학부
H030-1-0019-03,교필,C프로그래밍,3,미정,82,월6수5,소프트웨어융합대학,소프트웨어학부
H040-1-8610-01,교필,프로그래밍기초,3,김수환,95,화5목6,소프트웨어융합대학,정보융합학부
H040-1-8610-02,교필,프로그래밍기초,3,전희국,12,금1금2,소프트웨어융합대학,정보융합학부
1000-1-4432-01,교필,인공지능과컴퓨팅사고,3,미정,31,화5목6,공과대학,건축학과
1000-1-4432-02,교필,인공지능과컴퓨팅사고,3,이롤랜드,91,화6목5,공과대학,건축공학과
1000-1-4432-03,교필,인공지능과컴퓨팅사고,3,황치곤,18,금3금4,공과대학,화학공학과
1000-1-4432-04,교필,인공지능과컴퓨팅사고,3,박세영,97,금3금4,공과대학,화학공학과
1000-1-4432-05,교필,인공지능과컴퓨팅사고,3,박세영,15,금5금6,공과대학,환경공학과
3000-1-4432-01,교필,인공지능과컴퓨팅사고,3,윤대열,88,금3금4,인문사회과학대학,국어국문학과
3000-1-4432-02,교필,인공지능과컴퓨팅사고,3,조성수,75,화2목1,인문사회과학대학,영어산업학과
3000-1-4432-03,교필,인공지능과컴퓨팅사고,3,이롤랜드,86,화3목4,인문사회과학대학,미디어커뮤니케이션학부
3000-1-4432-04,교필,인공지능과컴퓨팅사고,3,조성수,43,화4목3,인문사회과학대학,미디어커뮤니케이션학부
3000-1-4432-05,교필,인공지능과컴퓨팅사고,3,김선곤,31,금1금2,인문사회과학대학,산업심리학과
3000-1-4432-06,교필,인공지능과컴퓨팅사고,3,염귀덕,44,화6목5,인문사회과학대학,동북아문화산업학부
3000-1-4432-07,교필,인공지능과컴퓨팅사고,3,최상근,30,화5목6,인문사회과학대학,동북아문화산업학부
5000-1-4432-01,교필,인공지능과컴퓨팅사고,3,미정,43,월4수3,경영대학,경영학부
5000-1-4432-02,교필,인공지능과컴퓨팅사고,3,손광철,74,월5수6,경영대학,경영학부
5000-1-4432-03,교필,인공지능과컴퓨팅사고,3,김태현,27,월6수5,경영대학,경영학부
5000-1-4432-04,교필,인공지능과컴퓨팅사고,3,서반우,82,화1목2,경영대학,공통
5000-1-4432-05,교필,인공지능과컴퓨팅사고,3,서반우,33,화2목1,경영대학,국제통상학부
6000-1-4432-01,교필,인공지능과컴퓨팅사고,3,문만기,34,월3수4,자연과학대학,수학과
6000-1-4432-02,교필,인공지능과컴퓨팅사고,3,김윤기,22,월2수1,자연과학대학,전자바이오물리학과
6000-1-4432-03,교필,인공지능과컴퓨팅사고,3,정진범,52,월1수2,자연과학대학,공통
6000-1-4432-04,교필,인공지능과컴퓨팅사고,3,정진범,60,월4수3,자연과학대학,화학과
6000-1-4432-05,교필,인공지능과컴퓨팅사고,3,정진범,91,월5수6,자연과학대학,스포츠융합과학과
F000-1-4432-01,교필,인공지능과컴퓨팅사고,3,김지명,66,금5금6,정책법학대학,행정학과
F000-1-4432-02,교필,인공지능과컴퓨팅사고,3,윤대열,61,금5금6,정책법학대학,공통
F000-1-4432-03,교필,인공지능과컴퓨팅사고,3,서반우,64,화4목3,정책법학대학,법학부
F000-1-4432-04,교필,인공지능과컴퓨팅사고,3,이롤랜드,58,화5목6,정책법학대학,법학부
F000-1-4432-05,교필,인공지능과컴퓨팅사고,3,박세영,25,금1금2,정책법학대학,법학부
0000-1-5909-01,교선,공학과디자인,3,유미란,25,화5목6,교양,공통
0000-1-5959-02,교선,공학과디자인,3,미정,95,화6목5,교양,공통
0000-1-4283-01,교선,공학교양세미나,3,김충혁,88,월1월2,교양,공통
0000-1-4283-02,교선,공학교양세미나,3,권순철,12,화5목6,교양,공통
0000-1-3669-01,교선,기초C프로그래밍,3,미정,85,화4목3,교양,공통
0000-1-4102-01,교선,블록체인의이해,3,김길래,92,화1목2,교양,공통
0000-1-4102-02,교선,블록체인의이해,3,미정,94,화2목1,교양,공통
0000-1-9340-01,교선,빅데이터의이해,3,우기정,36,화4목3,교양,공통
0000-1-4099-01,교선,사진편집기술,3,하마처,40,목4,교양,공통
0000-1-7461-01,교선,상상공학과표현,3,김형국,94,월3수4,교양,공통
0000-1-7461-02,교선,상상공학과표현,3,김형국,62,월4수3,교양,공통
0000-1-4103-01,교선,생명과기술,3,박경순,80,월6수5,교양,공통
0000-1-5674-01,교선,생활속의과학,3,김충혁,45,X,교양,공통
0000-1-5674-02,교선,생활속의과학,3,이도남,88,월4수3,교양,공통
0000-1-5674-03,교선,생활속의과학,3,김상목,50,월6수5,교양,공통
0000-1-4101-01,교선,인공지능의이해,3,서영호,85,X,교양,공통
0000-1-5704-01,교선,자연교양세미나,3,김영희,28,월5월6,교양,공통
0000-1-5704-02,교선,자연교양세미나,3,이영수,69,월6수5,교양,공통
0000-1-3293-01,교선,컴퓨터활용,3,정계동,15,화5목6,교양,공통
0000-1-4125-01,교선,파이썬프로그래밍기초,3,이강성,14,월2수1,교양,공통
0000-1-4125-02,교선,파이썬프로그래밍기초,3,이강성,89,월1수2,교양,공통
0000-2-6957-01,교선,디지털사운드제작,3,고병량,83,화3목4,교양,공통
0000-2-6957-02,교선,디지털사운드제작,3,홍민의,90,화4목3,교양,공통
0000-2-3298-01,교선,모바일프로그래밍기초,3,정영희,86,월3수4,교양,공통
0000-2-7724-01,교선,수학과철학의대화,3,최종성,25,월3수4,교양,공통
0000-2-9251-01,교선,신기술과미래사회,3,김충혁,17,월4수3,교양,공통
0000-2-3029-01,교선,인터넷활용,3,이상훈,58,화3목4,교양,공통
0000-2-3029-02,교선,인터넷활용,3,김진수,93,월5수6,교양,공통
0000-2-3029-03,교선,인터넷활용,3,김진수,76,월6수5,교양,공통
0000-2-2991-01,교선,자연과학사,3,박봉주,20,금3금4,교양,공통
0000-2-2991-02,교선,자연과학사,3,박경순,43,월3수4,교양,공통
0000-2-8119-01,교선,패러독스와논리,3,최종성,28,월4수3,교양,공통
0000-2-2994-01,교선,환경과생태,3,양재규,87,월3수4,교양,공통
0000-2-2994-02,교선,환경과생태,3,최유림,36,월3수4,교양,공통
0000-3-7728-01,교선,디지털사회를위한데이터분석,3,이강성,67,월4수3,교양,공통
0000-3-5765-01,교선,미디어아트,3,이상민,26,월4수3,교양,공통
0000-3-2997-01,교선,산업화와환경오염,3,종초은,62,화5목6,교양,공통
0000-3-8120-01,교선,정보사회와수학,3,김영희,99,월3수4,교양,공통
0000-4-7462-01,교선,예술과과학의융합,3,김미수,62,수5,교양,공통
0000-1-5899-01,교선,과학기술윤리,3,박지희,45,금3금4,교양,공통
0000-1-5899-02,교선,과학기술윤리,3,이재유,51,금1금2,교양,공통
0000-1-3925-01,교선,나의역사,3,김희교,10,화5목6,교양,공통
0000-1-8085-01,교선,논리적으로사고하기,3,이경희,12,금3금4,교양,공통
0000-1-8085-02,교선,논리적으로사고하기,3,우호용,72,금1금2,교양,공통
0000-1-8085-03,교선,논리적으로사고하기,3,윤은주,55,화2목1,교양,공통
0000-1-8085-04,교선,논리적으로사고하기,3,김정아,14,월3수4,교양,공통
0000-1-5224-01,교선,동서양신화읽기와변용,3,고경주,78,수1수2,교양,공통
0000-1-4356-01,교선,동서양의예술과미학,3,도승연,40,X,교양,공통
0000-1-5659-01,교선,세계화시대의역사보기,3,미정,10,화1목2,교양,공통
0000-1-4412-01,교선,심층탐구인간과세계의이해,3,김인호,66,목7목8,교양,공통
0000-1-2337-01,교선,언어의이해,3,박성현,91,화6목5,교양,공통
0000-1-4413-01,교선,영어로읽는문학,3,노진서,27,화6목5,교양,공통
0000-1-5660-01,교선,유럽의과거와현재,3,김동조,69,화6화7,교양,공통
0000-1-2959-01,교선,인간존재의이해,3,김현중,52,금1금2,교양,공통
0000-1-2959-02,교선,인간존재의이해,3,이지영,80,목7목8목9,교양,공통
0000-1-5661-01,교선,인문교양세미나,3,김인호,95,월5월6,교양,공통
0000-1-5661-02,교선,인문교양세미나,3,김정권,33,월7월8월9,교양,공통
0000-1-5655-01,교선,현대사회와윤리,3,김상원,77,화1화2,교양,공통
0000-2-3792-01,교선,교과서밖의심리학,3,이병관,69,월2월3,교양,공통
0000-2-9742-01,교선,글로벌시대의종교와문화,3,미정,83,화5목6,교양,공통
0000-2-9742-02,교선,글로벌시대의종교와문화,3,미정,50,화6목5,교양,공통
0000-2-3937-01,교선,동아시아국제관계사,3,유의상,60,월4월5,교양,공통
0000-2-7727-01,교선,미디어로읽는영어의역사,3,노진서,48,월5수6,교양,공통
0000-2-3933-01,교선,예술철학으로의초대,3,진중권,12,금1금2,교양,공통
0000-2-3933-02,교선,예술철학으로의초대,3,진중권,24,금3금4,교양,공통
0000-2-5900-01,교선,인문교양심화세미나,3,김희교,95,화6목5,교양,공통
0000-2-5663-01,교선,인물로본한국사,3,윤성재,80,금1금2,교양,공통
0000-2-5663-02,교선,인물로본한국사,3,최희준,35,금3금4,교양,공통
0000-2-3932-01,교선,한국그현대사,3,김정권,95,월1수2,교양,공통
0000-2-3932-02,교선,한국근현대사,3,김정권,40,월2수1,교양,공통
0000-2-4414-01,교선,현대사회의생명과신체,3,박인혜,63,화7화8화9,교양,공통
0000-3-5658-01,교선,뉴미디어와이미지의활용,3,미정,41,월3수4,교양,공통
0000-3-6517-01,교선,르네상스문화와과학,3,차승현,27,월2수1,교양,공통
0000-3-8122-01,교선,문예작품으로읽는서양문명사,3,노진서,51,화5목6,교양,공통
0000-3-6516-01,교선,우리시대의삶과문학,3,김미정,31,월3월4,교양,공통
0000-3-3924-01,교선,자본주의역사,3,미정,52,월4수3,교양,공통
0000-3-5665-01,교선,한국과학기술문명사,3,김인호,34,월2수1,교양,공통
0000-3-1879-01,교선,현대사상의이해,3,도승연,30,월3수4,교양,공통
0000-1-8583-01,교선,글로벌시대의쟁점과현안,3,전진호,41,수3,교양,공통
0000-1-8583-02,교선,글로벌시대의쟁점과현안,3,미정,92,금5금6,교양,공통
0000-1-5901-01,교선,기술경영과마케팅,3,김찬모,64,화5목6,교양,공통
0000-1-5901-02,교선,기술경영과마케팅,3,김찬모,28,화6목5,교양,공통
0000-1-0670-01,교선,법과생활,3,손명지,92,화3목4,교양,공통
0000-1-4282-01,교선,사회과학교양세미나,3,하마처,14,화4목3,교양,공통
0000-1-4282-02,교선,사회과학교양세미나,3,김일식,42,화6목5,교양,공통
0000-1-3948-01,교선,사회학의이해,3,이현민,92,금3금4,교양,공통
