학정번호,구분,과목명,학점,담당교수,여석,강의시간,학부,학과
1170-2-4436-01,전선,CAD&BIM,3,이슬기,76,금4금5금6,공과대학,건축공학과
1170-2-4870-01,전선,건축설계및도서작성1,3,김영진,31,화5화6화7화8화9,공과대학,건축공학과
1170-2-4870-02,전선,건축설계및도서작성1,3,김학수,37,화5화6화7화8화9,공과대학,건축공학과
1170-2-4870-03,전선,건축설계및도서작성1,3,양재석,55,화5화6화7화8화9,공과대학,건축공학과
1170-3-2924-01,전선,철근콘크리트구조1,3,양원직,36,수4수5,공과대학,건축공학과
1170-3-2927-01,전필,건설관리,3,유정호,67,목4,공과대학,건축공학과
1170-3-3316-01,전필,건축설비1,3,미정,56,수2수3,공과대학,건축공학과
1170-3-3544-01,전선,건축재료,3,유정호,16,화5화6화7,공과대학,건축공학과
1170-3-4437-01,전선,건축IT,3,이슬기,94,금1금2금3,공과대학,건축공학과
1170-3-5199-01,전선,건축계획및법규1,3,김민경,41,금4금5,공과대학,건축공학과
1170-3-5200-01,전선,건축환경실험및실습,3,김지혜,50,월5월6월7,공과대학,건축공학과
1170-3-5694-01,전선,경력개발과취업전략,2,유정호,24,수6수7,공과대학,건축공학과
1170-4-2926-01,전선,건축동역학,3,김재요,76,X,공과대학,건축공학과
1170-4-5501-01,전선,프로젝트설계,3,유정호,11,목5목6,공과대학,건축공학과
1170-4-5502-01,전선,건축구조설계,3,김재요,83,월5월6,공과대학,건축공학과
1170-4-5503-01,전선,건축공학캡스톤설계,3,김지혜,40,화5화6,공과대학,건축공학과
1270-1-3806-01,전선,전공미리보기(OT학기제),1,서유진,84,X,공과대학,건축학과
1270-1-3631-01,전필,기초설계1,3,이상희,48,수2수3수4수5,공과대학,건축학과
1270-1-3631-02,전필,기초설계1,3,김진모,95,수2수3수4수5,공과대학,건축학과
1270-1-3631-03,전필,기초설계1,3,김진수,88,수2수3수4수5,공과대학,건축학과
1270-1-4544-01,전선,건축학개론,3,채철균,37,화1화2,공과대학,건축학과
1270-1-4545-01,전필,디지털디자인,3,이상희,96,목4목5,공과대학,건축학과
1270-1-4546-01,전필,공간과형태,3,이상희,91,금3금4,공과대학,건축학과
1270-2-0068-01,전필,건축설계1,6,김진모,66,월3월4월5월6목3목4목5목6,공과대학,건축학과
1270-2-0068-02,전필,건축설계1,6,신용기,93,월3월4월5월6목3목4목5목6,공과대학,건축학과
1270-2-0068-03,전필,건축설계1,6,장세환,34,월3월4월5월6목3목4목5목6,공과대학,건축학과
1270-2-0812-01,전필,서양건축사,3,조성용,67,화4화5,공과대학,건축학과
1270-2-3718-01,전선,디지털텍토닉,3,신해철,43,수1수2,공과대학,건축학과
1270-2-7700-01,전필,시설계획론,3,서유진,100,수4수5,공과대학,건축학과
1270-3-0070-01,전필,건축설계3,6,조성용,23,월3월4월5월6목3목4목5목6,공과대학,건축학과
1270-3-0070-02,전필,건축설계3,6,권웅규,15,월3월4월5월6목3목4목5목6,공과대학,건축학과
1270-3-0070-03,전필,건축설계3,6,진우성,17,월3월4월5월6목3목4목5목6,공과대학,건축학과
1270-3-0070-04,전필,건축설계3,6,미정,58,월3월4월5월6목3목4목5목6,공과대학,건축학과
1270-3-3544-01,전필,건축재료,3,백영수,84,수7수8수9,공과대학,건축학과
1270-3-4063-01,전필,구조시스템,3,양원직,67,화5화6,공과대학,건축학과
1270-3-4548-01,전선,건축공간론,3,김진모,19,화3화4목4,공과대학,건축학과
1270-4-0397-01,전필,단지계획,3,이현정,22,목4목5,공과대학,건축학과
1270-4-2158-01,전필,건축설계5,6,채철균,80,화3화4화5화6금3금4금5금6,공과대학,건축학과
1270-4-2158-02,전필,건축설계5,6,윤종인,39,화3화4화5화6금3금4금5금6,공과대학,건축학과
1270-4-2158-03,전필,건축설계5,6,최재혁,59,화3화4화5화6금3금4금5금6,공과대학,건축학과
1270-4-2158-04,전필,건축설계5,6,임상진,35,화3화4화5화6금3금4금5금6,공과대학,건축학과
1270-4-4031-01,전필,건축환경,3,이용광,73,수5수6,공과대학,건축학과
1270-4-4549-01,전선,건축디자인론,3,서유진,39,월4월5,공과대학,건축학과
1270-4-9626-01,전선,BIM설계,3,신해철,74,수3수4,공과대학,건축학과
1270-5-4867-01,전필,건축설계7,6,서유진,28,화3화4화5화6금3금4금5금6,공과대학,건축학과
1270-5-4867-02,전필,건축설계7,6,김명재,43,화3화4화5화6금3금4금5금6,공과대학,건축학과
1270-5-4867-03,전필,건축설계7,6,김정구,72,화3화4화5화6금3금4금5금6,공과대학,건축학과
1270-5-4867-04,전필,건축설계7,6,미정,45,화3화4화5화6금3금4금5금6,공과대학,건축학과
1270-5-9169-01,전선,동양철학과건축,3,우성훈,45,수5수6,공과대학,건축학과
6000-1-4628-01,기선,기초수학및연습,3,미정,21,금3금4,자연과학대학,공통
6030-1-3806-01,전선,전공미리보기(OT학기제),1,이현근,46,X,자연과학대학,수학과
6030-1-4625-01,기선,대학수학및연습1,3,이진우,48,화4목3,자연과학대학,수학과
6030-1-6721-01,전선,수학적읽기와글쓰기,3,이진우,98,화3목4,자연과학대학,수학과
6030-2-0696-01,전선,보험수학,3,이호석,66,화4목3,자연과학대학,수학과
6030-2-0779-01,전선,상미분방정식론,3,이종우,22,화5목6,자연과학대학,수학과
6030-2-0820-01,전선,선형대수학1,3,송영권,53,화3목4,자연과학대학,수학과
6030-2-1186-01,전선,이산수학,3,김상목,48,월1수2,자연과학대학,수학과
6030-2-1234-01,전선,진로탐색및설계,1,이현근,24,월7월8,자연과학대학,수학과
6030-2-1506-01,전선,정수론,3,김태균,28,화6목5,자연과학대학,수학과
6030-2-1821-01,전필,해석학1,3,이흥수,10,화2목1,자연과학대학,수학과
6030-2-9639-01,전선,일반기하학,3,최윤철,31,월3수4,자연과학대학,수학과
6030-3-0878-01,전선,수치해석2,3,이현근,26,화4목3,자연과학대학,수학과
6030-3-1120-01,전선,위상수학,3,최윤철,73,월5수6,자연과학대학,수학과
6030-3-1862-01,전필,현대대수학1,3,송영권,23,월3수4,자연과학대학,수학과
6030-3-1862-02,전필,현대대수학1,3,김태균,41,화3목4,자연과학대학,수학과
6030-3-4264-01,전선,복소해석학1,3,이흥수,44,화6목5,자연과학대학,수학과
6030-3-5694-01,전선,경력개발과취업전략,2,이현근,36,금6금7,자연과학대학,수학과
6030-3-8504-01,전선,부호론과암호론,3,김상목,11,월2수1,자연과학대학,수학과
6030-4-0410-01,전선,대수학특강,3,송영권,22,화5목6,자연과학대학,수학과
6030-4-0854-01,전선,수리통계학,3,이현근,75,화3목4,자연과학대학,수학과
6030-4-4883-01,전선,수학적모델설계,3,이종우,15,금3금4,자연과학대학,수학과
6030-4-6544-01,전선,금융수학개론,3,이호석,79,월4수3,자연과학대학,수학과
6050-1-3806-01,전선,전공미리보기(OT학기제),1,이윤미,48,X,자연과학대학,화학과
6050-1-4625-01,기선,대학수학및연습1,3,이호석,20,화6목5,자연과학대학,화학과
6050-1-5220-01,기선,일반물리및실험1,4,권기정,67,월2월5월6수1,자연과학대학,화학과
6050-1-1223-01,기선,일반화학및실험1,4,손성윤,89,화3목1목2목4,자연과학대학,화학과
6050-2-0721-01,전필,분석화학1,3,김양래,64,화4목3,자연과학대학,화학과
6050-2-1135-01,전선,유기화학1,3,이윤미,46,월3수4,자연과학대학,화학과
6050-2-1234-01,전선,진로탐색및설계,1,이윤미,17,월1,자연과학대학,화학과
6050-2-1936-01,전선,하학열역학,3,신재호,68,월4수3,자연과학대학,화학과
6050-2-9645-01,전필,유기반응디자인및실험1,3,전흥배,75,월2화0화1화2,자연과학대학,화학과
6050-2-9645-02,전필,유기반응디자인및실험1,3,손성윤,15,월2화5화6화7,자연과학대학,화학과
6050-2-9645-03,전필,유기반응디자인및실험1,3,이윤미,69,월2목0목1목2,자연과학대학,화학과
6050-3-0546-01,전필,무기화학1,3,사영진,75,월1수2,자연과학대학,화학과
6050-3-0985-01,전필,양자화학2,3,신재호,75,월3수4,자연과학대학,화학과
6050-3-2941-01,전선,유기화학3,3,손성윤,59,화4목3,자연과학대학,화학과
6050-3-2842-01,전선,신소재화학1,3,김인태,29,화6목5,자연과학대학,화학과
6050-3-7710-01,전선,기기분석,3,김양래,85,화3목4,자연과학대학,화학과
6050-3-9647-01,전선,화학분석이론및실험1,3,신재호,56,월5월6월7수8,자연과학대학,화학과
6050-3-9647-02,전선,화학분석이론및실험1,3,신재호,18,수5수6수7수8,자연과학대학,화학과
6050-4-2352-01,전선,공업화학,3,김인태,23,화3목4,자연과학대학,화학과
6050-4-3724-01,전선,고체화학개론,3,사영진,94,화4목3,자연과학대학,화학과
6050-4-5694-01,전선,경력개발과취업전략,2,이윤미,52,금6금7,자연과학대학,화학과
6050-4-7376-01,전선,유기합성,3,전흥배,98,월4수3,자연과학대학,화학과
6050-4-7377-01,전선,유기금속화학,3,이윤미,14,월5수6,자연과학대학,화학과
6050-4-9649-01,전선,복합재료화학이론및실험1,3,김인태,34,월8금0금1금2,자연과학대학,화학과
6050-4-9649-02,전선,복합재료화학이론및실험1,3,사영진,95,월8금3금4금5,자연과학대학,화학과
6100-1-3906-01,전선,전공미리보기(OT학기제),1,이건준,73,X,자연과학대학,전자바이오물리학과
6100-1-4625-01,기선,대학수학및연습1,3,이종우,90,화3목4,자연과학대학,전자바이오물리학과
6100-1-5220-01,기필,알반물리및실험1,4,조광섭,28,월3화1화2수4,자연과학대학,전자바이오물리학과
6100-1-1223-01,기필,일반화학및실험1,4,손성윤,12,월4수3목5목6,자연과학대학,전자바이오물리학과
6100-2-1234-01,전선,진로탐색및설계,1,이건준,61,금1금2,자연과학대학,전자바이오물리학과
6100-2-1458-01,전선,전자학1,3,최은하,97,화1목2,자연과학대학,전자바이오물리학과
6100-2-1460-01,전선,전자학실험1,2,최은하,87,목7목8목9목10,자연과학대학,전자바이오물리학과
6100-2-4564-01,전필,역학,3,권기청,17,화3목4,자연과학대학,전자바이오물리학과
6100-2-4565-01,전선,물리수학1,3,서윤호,21,월1수2,자연과학대학,전자바이오물리학과
6100-2-6156-01,전선,전산물리,3,김도영,57,금3금4,자연과학대학,전자바이오물리학과
6100-2-7373-01,전선,세포생물학,3,박봉주,57,금5금6,자연과학대학,전자바이오물리학과
6100-2-9641-01,전선,현대물리개론,3,조재원,48,화6목5,자연과학대학,전자바이오물리학과
6100-3-0635-01,전선,반도체소자물리학1,3,조재원,30,화4목3,자연과학대학,전자바이오물리학과
6100-3-0974-01,전필,양자역학,3,박병주,32,화5목6,자연과학대학,전자바이오물리학과
6100-3-1412-01,전필,전자기학2,3,정란주,26,월6수5,자연과학대학,전자바이오물리학과
6100-3-2015-01,전선,열물리학,3,서윤호,25,월3수4,자연과학대학,전자바이오물리학과
6100-3-6546-01,전선,디지털회로설계및실험1,4,김윤기,83,화6화7화8화9목5,자연과학대학,전자바이오물리학과
6100-3-9643-01,전선,생분자물리학,3,박경순,35,월5수6,자연과학대학,전자바이오물리학과
6100-4-0187-01,전선,고체물리학,3,김윤기,26,월4수3,자연과학대학,전자바이오물리학과
6100-4-3282-01,전선,플라즈마융합과학,3,나젠드라,46,금1금2,자연과학대학,전자바이오물리학과
6100-4-4570-01,전선,디스플레이반도체공정,3,권기청,98,화4목3,자연과학대학,전자바이오물리학과
6100-4-4571-01,전선,반도체소자실험,2,박병주,96,수7수8수9수10,자연과학대학,전자바이오물리학과
6100-4-6548-01,전선,학부논문연구1,1,김윤기,14,금5금6,자연과학대학,전자바이오물리학과
6100-4-8506-01,전선,현대광학,3,이건준,28,금3금4,자연과학대학,전자바이오물리학과
6130-1-3806-01,전선,전공미리보기(OT학기제),1,이옥진,62,X,자연과학대학,스포츠융합과학과
6130-1-4460-01,전선,여가레크리에이션,3,미정,63,월5월6,자연과학대학,스포츠융합과학과
6130-1-4460-02,전선,여가레크리에이션,3,이경훈,50,수7수8수9,자연과학대학,스포츠융합과학과
6130-1-4461-01,전선,오리엔티어링1,2,이옥진,22,화3화4,자연과학대학,스포츠융합과학과
6130-1-4461-02,전선,오리엔티어링1,2,이옥진,15,화1화2,자연과학대학,스포츠융합과학과
6130-2-3211-01,전필,스포츠사회학,3,구승광,61,수5수6,자연과학대학,스포츠융합과학과
6130-2-3211-02,전필,스포츠사회학,3,이경훈,23,월7월8월9,자연과학대학,스포츠융합과학과
6130-2-3289-01,전선,전공윈드서핑,3,최재희,85,화1화2,자연과학대학,스포츠융합과학과
6130-2-3289-02,전선,전공윈드서핑,3,최철순,25,목7목8목9,자연과학대학,스포츠융합과학과
6130-2-6157-01,전필,스포츠및운동심리학,3,이옥진,56,화5화6,자연과학대학,스포츠융합과학과
6130-2-6157-02,전필,스포츠및운동심리학,3,이옥진,42,수7수8수9,자연과학대학,스포츠융합과학과
6130-2-6550-01,전선,전공축구1,3,남용우,68,금7금8금9,자연과학대학,스포츠융합과학과
6130-2-8508-01,전선,운동기능해부학,3,이진,78,수2수3,자연과학대학,스포츠융합과학과
6130-2-8508-02,전선,운동기능해부학,3,박석,50,화10화11화12,자연과학대학,스포츠융합과학과
6130-2-8514-01,전선,라켓스포츠1,3,최철순,41,목5목6,자연과학대학,스포츠융합과학과
6130-2-8514-02,전선,라켓스포츠1,3,최철순,13,화7화8화9,자연과학대학,스포츠융합과학과
6130-2-9653-01,전선,스포츠빅데이터분석,3,양혜주,75,화3화4,자연과학대학,스포츠융합과학과
6130-3-4464-01,전선,체육측정평가,3,한지영,71,목3목4,자연과학대학,스포츠융합과학과
6130-3-4464-01,전선,스포츠융합과학캡스톤설계,3,이옥진,74,수5수6,자연과학대학,스포츠융합과학과
6130-3-4464-02,전선,스포츠융합과학캡스톤설계,3,이옥진,90,화7화8화9,자연과학대학,스포츠융합과학과
6130-3-5203-01,전선,전공골프,3,김재형,47,월3월4,자연과학대학,스포츠융합과학과
6130-3-5203-02,전선,전공골프,3,이경훈,39,월10월11월12,자연과학대학,스포츠융합과학과
6130-3-5491-01,전선,스포츠경영학,3,이인엽,87,금3금4,자연과학대학,스포츠융합과학과
6130-3-5497-01,전선,스포츠영양학,3,김희재,90,화3화4,자연과학대학,스포츠융합과학과
6130-3-5497-02,전선,스포츠영양학,3,박석,16,수10수11수12,자연과학대학,스포츠융합과학과
6130-3-7379-01,전선,스쿠버다이빙,3,구송광,84,수3수4,자연과학대학,스포츠융합과학과
6130-3-7379-02,전선,스쿠버다이빙,3,이경훈,39,목10목11목12,자연과학대학,스포츠융합과학과
6130-4-4072-01,전선,스포츠컨디셔닝,3,노기웅,51,화5화6,자연과학대학,스포츠융합과학과
6130-4-5694-01,전선,경력개발과취업전략,2,박석,84,금6금7,자연과학대학,스포츠융합과학과
6130-4-5916-01,전선,현장실습1,3,최석환,11,목3목4,자연과학대학,스포츠융합과학과
6130-4-5916-02,전선,현장실습1,3,이경훈,94,수10수11수12,자연과학대학,스포츠융합과학과
6130-4-9656-01,전선,병태생리학,3,김아람,14,화1화2,자연과학대학,스포츠융합과학과
6130-4-9656-02,전선,병태생리학,3,박석,64,화7화8화9,자연과학대학,스포츠융합과학과
6120-1-3251-01,기선,멀티미디어개론,3,손광철,13,토1토2,자연과학대학,정보콘텐츠학과
6120-1-5655-01,기선,현대사회와윤리,3,김영민,36,토5토6,자연과학대학,정보콘텐츠학과
6120-1-6962-01,기선,창의적아이디어발상,3,김지원,36,토3토4,자연과학대학,정보콘텐츠학과
6120-1-6961-01,전필,문화콘텐츠의이해,3,정형원,69,수9수10수11,자연과학대학,정보콘텐츠학과
6120-2-7384-01,전필,디자인의이해,3,구아민,39,토1토2,자연과학대학,정보콘텐츠학과
6120-2-7385-01,전선,인터페이스개론,3,조수영,71,화9화10화11,자연과학대학,정보콘텐츠학과
6120-2-7713-01,전선,암호학개론,3,김효석,28,토3토4,자연과학대학,정보콘텐츠학과
6120-2-8515-01,전선,지식정보콘텐츠,3,심선애,49,토5토6,자연과학대학,정보콘텐츠학과
6120-3-3195-01,전선,전자상거래보안,3,이장원,58,토5토6,자연과학대학,정보콘텐츠학과
6120-3-4588-01,전선,디지털스토리텔링,3,정형원,18,X,자연과학대학,정보콘텐츠학과
6120-3-5409-01,전선,웹프로그래밍,3,원일석,55,토1토2토3,자연과학대학,정보콘텐츠학과
6120-3-7714-01,전필,콘텐츠기획개론,3,정형원,44,화9화10화11,자연과학대학,정보콘텐츠학과
6120-3-9184-01,전선,디지털이미지처리,3,조수영,93,토3토4,자연과학대학,정보콘텐츠학과
6120-4-3198-01,전선,사이버포렌식실습,3,김도영,91,토5토6토7,자연과학대학,정보콘텐츠학과
6120-4-7083-01,전선,컴퓨터그래픽스2,3,미정,64,토1토2,자연과학대학,정보콘텐츠학과
6120-4-7777-01,전선,객체지향프로그래밍,3,조수영,83,수9수10수11,자연과학대학,정보콘텐츠학과
6120-4-7897-01,전선,실무프로젝트1,3,손광철,28,토3토4,자연과학대학,정보콘텐츠학과
6120-4-8517-01,전선,콘텐츠산업마케팅,3,정형원,14,X,자연과학대학,정보콘텐츠학과
3040-1-3806-01,전선,전공미리보기(OT학기제),1,장석원,89,X,인문사회과학대학,국어국문학과
3040-1-0560-01,전선,문학개론,3,장석원,49,화3목4,인문사회과학대학,국어국문학과
3040-1-0560-01,전선,기초한문1,3,강혜진,15,화5목6,인문사회과학대학,국어국문학과
3040-1-9701-01,전필,한국고전문학전공기초,3,최진영,96,화2목1,인문사회과학대학,국어국문학과
3040-1-9706-01,전필,한국어학의기초,3,김소영,83,화1목2,인문사회과학대학,국어국문학과
3040-2-0282-01,전선,국문학개론,3,강혜진,81,화3목4,인문사회과학대학,국어국문학과
3040-2-1234-01,전선,진로탐색및설계,1,김소영,32,금1금2,인문사회과학대학,국어국문학과
3040-2-1867-01,전필,현대문학사,3,장석원,55,화4목3,인문사회과학대학,국어국문학과
3040-2-1867-02,전필,현대문학사,3,채상우,95,금5금6,인문사회과학대학,국어국문학과
3040-2-2786-01,전필,국어학의이해,3,김소영,23,화2목1,인문사회과학대학,국어국문학과
3040-2-2786-02,전필,국어학의이해,3,소열녕,23,월2수1,인문사회과학대학,국어국문학과
3040-2-3732-01,전선,국어와언어분석,3,박성현,95,월3수4,인문사회과학대학,국어국문학과
3040-2-5506-01,전선,비평의이론과실제,3,문종필,58,금3금4,인문사회과학대학,국어국문학과
3040-2-5508-01,전선,우리옛노래의정취,3,여기현,29,화5화6,인문사회과학대학,국어국문학과
3040-3-0179-01,전선,고전소설론,3,강혜진,57,월3수4,인문사회과학대학,국어국문학과
3040-3-0181-01,전선,고전시가론,3,미정,30,월4,인문사회과학대학,국어국문학과
3040-3-6959-01,전선,국어문장구조의이해,3,최기용,23,목5목6,인문사회과학대학,국어국문학과
3040-3-6960-01,전선,훈민정음과중세국어,3,김소영,40,월2수1,인문사회과학대학,국어국문학과
3040-3-8294-01,전선,출판종합설계및미디어현장실습,3,채상우,65,금3금4,인문사회과학대학,국어국문학과
3040-4-4073-01,전선,국어와언어교육,3,박성현,62,월4수3,인문사회과학대학,국어국문학과
3040-4-5513-01,전선,문예창작연습,3,장석원,85,화5목6,인문사회과학대학,국어국문학과
3220-1-3806-01,전선,전공미리보기(OT학기제),1,임효정,72,X,인문사회과학대학,영어산업학과
3220-1-9657-01,전선,영어산업입문,3,김선웅,73,금1금2,인문사회과학대학,영어산업학과
3220-2-1030-01,전필,영문법,3,김용범,94,화3화4,인문사회과학대학,영어산업학과
3220-2-1234-01,전선,진로탐색및설계,1,신승한,94,금5금6,인문사회과학대학,영어산업학과
3220-2-2795-01,전필,영문학개론,3,김홍기,80,월1수2,인문사회과학대학,영어산업학과
3220-2-5236-01,전필,영어학입문,3,김선웅,79,월4수3,인문사회과학대학,영어산업학과
3220-2-6921-01,전선,미국문학과대중문화,3,김홍기,12,월2수1,인문사회과학대학,영어산업학과
3220-2-8520-01,전선,음성학과발음지도,3,손가연,12,화1목2,인문사회과학대학,영어산업학과
3220-3-9195-01,전선,영어교육프로그램개발,3,임효정,69,월3수4,인문사회과학대학,영어산업학과
3220-3-9196-01,전선,디지털에디팅,3,손가연,46,화3목4,인문사회과학대학,영어산업학과
3220-3-9716-01,전선,문장구조분석,3,김선웅,16,월6수5,인문사회과학대학,영어산업학과
3220-4-9658-01,전선,셰익스피어산업,3,신승한,49,화6목5,인문사회과학대학,영어산업학과
3220-4-9659-01,전선,영어교육과사회봉사,3,임효정,74,화1목2,인문사회과학대학,영어산업학과
3220-4-9718-01,전선,영어산업캡스톤프로젝트,3,김선웅,49,금3금4,인문사회과학대학,영어산업학과
3220-4-9733-01,전선,영문학과스토리텔링,3,신승한,93,화2목1,인문사회과학대학,영어산업학과
3110-1-3806-01,전선,전공미리보기(OT학기제),1,이상희,11,X,인문사회과학대학,산업심리학과
3110-1-0959-01,전선,심리학개론1,3,이형철,30,화4목3,인문사회과학대학,산업심리학과
3110-2-0956-01,전필,심리통계학,3,노환호,68,월1수2,인문사회과학대학,산업심리학과
3110-2-1234-01,전선,진로탐색및설계,1,이상희,11,X,인문사회과학대학,산업심리학과
3110-2-1781-01,전선,학습심리학,3,김신우,13,월4,인문사회과학대학,산업심리학과
3110-2-3245-01,전필,인사심리학,3,유태용,76,월3수4,인문사회과학대학,산업심리학과
3110-2-4145-01,전선,발달심리학,3,이상희,69,화3목4,인문사회과학대학,산업심리학과
3110-3-1201-01,전선,인지심리학,3,김신우,81,월6,인문사회과학대학,산업심리학과
3110-3-1577-01,전선,직무분석,3,유태용,98,월5수6,인문사회과학대학,산업심리학과
3110-3-2739-01,전선,지각심리학,3,이형철,20,화6목5,인문사회과학대학,산업심리학과
3110-3-3742-01,전선,소비자인사이트와설득,3,이병관,91,월4수3,인문사회과학대학,산업심리학과
3110-3-5694-01,전선,경력개발과취업전략,2,이상희,35,목6목7,인문사회과학대학,산업심리학과
3110-3-6924-01,전선,코칭심리,3,탁진국,81,월2수1,인문사회과학대학,산업심리학과
3110-3-8086-01,전선,소비자의사결정심리학,3,임가영,77,화5목6,인문사회과학대학,산업심리학과
3110-4-0233-01,전선,광고심리학,3,정지나,24,화1,인문사회과학대학,산업심리학과
3110-4-3246-01,전선,인사평과와성과관리,3,한태영,26,화5목6,인문사회과학대학,산업심리학과
3110-4-4230-01,전선,성격심리,3,하규영,22,월6수5,인문사회과학대학,산업심리학과
3110-4-4235-01,전선,진로상담,3,하규영,29,월5수6,인문사회과학대학,산업심리학과
3110-4-4616-01,전선,이상심리,3,이상희,88,화4목3,인문사회과학대학,산업심리학과
3110-4-8068-01,전선,캡스톤설계조작심리세미나,3,이승철,85,화3화4,인문사회과학대학,산업심리학과
3230-1-3806-01,전선,전공미리보기(OT학기제),1,오은석,29,X,인문사회과학대학,미디어커뮤니케이션학부
3230-1-3743-01,전선,광운대미디어커뮤니케이션학부의모든것,3,김현주,45,화7화8화9,인문사회과학대학,미디어커뮤니케이션학부
3230-1-3965-01,전선,미디어콘텐츠산업의혁신과미래,3,정동훈,33,목1,인문사회과학대학,미디어커뮤니케이션학부
3230-1-9165-01,전선,비주얼커뮤니케이션디자인,3,오문석,16,월5월6월7,인문사회과학대학,미디어커뮤니케이션학부
3230-1-9165-02,전선,비주얼커뮤니케이션디자인,3,오문석,57,화0화1화2,인문사회과학대학,미디어커뮤니케이션학부
3230-1-9165-03,전선,비주얼커뮤니케이션디자인,3,오문석,71,화5화6화7,인문사회과학대학,미디어커뮤니케이션학부
3230-1-9603-01,전필,미디어커뮤니케이션의이해,3,문상현,79,월4수3,인문사회과학대학,미디어커뮤니케이션학부
3230-1-9603-02,전필,미디어커뮤니케이션의이해,3,문상현,19,화6목5,인문사회과학대학,미디어커뮤니케이션학부
3230-1-9603-03,전필,미디어커뮤니케이션의이해,3,오창학,85,월1수2,인문사회과학대학,미디어커뮤니케이션학부
3230-2-3247-01,전선,커뮤니케이션과혁신,3,황동욱,86,월0월1월2,인문사회과학대학,미디어커뮤니케이션학부
3230-2-3247-02,전선,커뮤니케이션과혁신,3,황동욱,65,화0화1화2,인문사회과학대학,미디어커뮤니케이션학부
3230-2-3746-01,전선,글로벌디지털트랜스포메이션,3,정동훈,90,목2,인문사회과학대학,미디어커뮤니케이션학부
3230-2-4439-01,전선,광고심리,3,미정,16,화4목3,인문사회과학대학,미디어커뮤니케이션학부
3230-2-4495-01,전선,OTT미디어와데이터사이언스,3,김상연,91,금0금1금2,인문사회과학대학,미디어커뮤니케이션학부
3230-2-4500-01,전선,전략커뮤니케이션트렌드,3,이종혁,83,화2목1,인문사회과학대학,미디어커뮤니케이션학부
3230-2-7702-01,전선,컴퓨터그래픽디자인,3,오은석,95,목5목6목7,인문사회과학대학,미디어커뮤니케이션학부
3230-2-7702-02,전선,컴퓨터그래픽디자인,3,오은석,29,금4금5금6,인문사회과학대학,미디어커뮤니케이션학부
3230-2-9667-01,전선,대중영화의이해,3,레이몬드,67,목4,인문사회과학대학,미디어커뮤니케이션학부
3230-2-9667-02,전선,대중영화의이해,3,레이몬드,77,목5,인문사회과학대학,미디어커뮤니케이션학부
3230-2-9670-01,전선,디지털영상촬영및편집,3,원종욱,38,월3월4월5,인문사회과학대학,미디어커뮤니케이션학부
3230-2-9670-02,전선,디지털영상촬영및편집,3,원종욱,29,월6월7월8월9,인문사회과학대학,미디어커뮤니케이션학부
3230-3-3793-01,전선,미디어엔터테인먼트콘텐츠다시보기,3,정일권,24,화2목1,인문사회과학대학,미디어커뮤니케이션학부
3230-3-4080-01,전선,문화다양성과커뮤니케이션,3,김상연,22,금3금4,인문사회과학대학,미디어커뮤니케이션학부
3230-3-4443-01,전선,디지털광고PR기획,3,미정,44,화2목1,인문사회과학대학,미디어커뮤니케이션학부
3230-3-4470-01,전선,동아시아미디어론,3,오창학,34,월2수1,인문사회과학대학,미디어커뮤니케이션학부
3230-3-4497-01,전선,캠페인인문학,3,이종혁,47,화1목2,인문사회과학대학,미디어커뮤니케이션학부
3230-3-8528-01,전선,실감미디어론,3,황동욱,73,월5수6,인문사회과학대학,미디어커뮤니케이션학부
3230-3-9664-01,전선,UX/UI기획및제작,3,오은석,11,화5화6화7,인문사회과학대학,미디어커뮤니케이션학부
3230-3-9690-01,전선,뉴스비판과제작연습,3,박창식,42,금5금6,인문사회과학대학,미디어커뮤니케이션학부
3230-3-993-01,전선,미디어리터러시,3,정일권,27,월5수6,인문사회과학대학,미디어커뮤니케이션학부
3230-4-3252-01,전선,엔터테인먼트기획세미나,3,문상현,32,월6수5,인문사회과학대학,미디어커뮤니케이션학부
3230-4-9692-01,전선,디지털미디어와여론,3,정일권,40,월6수5,인문사회과학대학,미디어커뮤니케이션학부
3210-1-3806-01,전선,전공미리보기(OT학기제),1,강성률,38,X,인문사회과학대학,동북아문화산업학부
3210-1-9214-01,전필,일본어기초1,3,최정아,59,화3목4,인문사회과학대학,동북아문화산업학부
3210-1-9215-01,전필,중국어기초1,3,전보옥,42,월3수4,인문사회과학대학,동북아문화산업학부
3210-1-9215-02,전필,중국어기초1,3,김원희,73,월4수3,인문사회과학대학,동북아문화산업학부
3210-1-9697-01,전선,동북아문화산업과진로,3,김희교,28,목1목2,인문사회과학대학,동북아문화산업학부
3210-1-6564-01,전선,사진영상제작실습,3,심재현,28,화0화1화2,인문사회과학대학,동북아문화산업학부
3210-2-1234-01,전선,진로탐색및설계,1,강성률,53,월3월4,인문사회과학대학,동북아문화산업학부
3210-2-4083-01,전선,아시아문화와문화컨텐츠기획연습,3,김희교,29,화1화2,인문사회과학대학,동북아문화산업학부
3210-2-4987-01,전선,문화마케팅,3,박순,57,수1수2,인문사회과학대학,동북아문화산업학부
3210-2-5551-01,전선,중급일본어연습,3,최정아,66,월5수6,인문사회과학대학,동북아문화산업학부
3210-2-5551-02,전선,중급일본어연습,3,성호현,19,목5목6,인문사회과학대학,동북아문화산업학부
